,target_mean
551,-0.88120947
552,2.25591398
553,-1.4891980499999995
554,0.84409021
555,1.07431698
556,-0.35238356
557,-0.49057147
558,1.87931152
559,-0.92159174
560,-2.5813986
561,-0.87153833
562,0.41295349
563,-0.25550572
564,-0.93344421
565,0.47058633
566,3.87871942
567,-1.22426849
568,-1.3498539000000005
569,0.05001444
570,-0.14169861
571,1.16122478
572,-0.42190375
573,-6.30416055
574,1.54588351
575,4.68029128
576,-3.65969652
577,1.20075916
578,-0.25055479
579,-0.31489998
580,-0.06221077
581,2.16150305
582,-0.2634369
583,1.15453059
584,-2.40536405
585,-33.21928095
586,0.72537312
587,-1.42464587
588,2.50629897
589,1.65733295
590,0.21994161
591,0.41544902
592,0.0
593,-0.11444296
594,-0.8002967
595,-1.01629072
596,-1.50279687
597,1.64228333
598,-0.15444442
599,-0.42873514
600,0.6707011800000001
601,-0.07517945
602,-0.12145078
603,2.01601291
604,0.15287184
605,-0.75162436
606,-0.33804065
607,0.5282262
608,0.80737746
609,-0.74415567
610,1.10381964
611,-0.58839726
612,-0.08333355
613,-2.23237587
614,1.10081321
615,-0.08703867
616,0.50492367
617,-0.30270743
618,-2.91778654
619,0.19443641
620,-2.86637519
621,-0.49648587
622,1.36540673
623,2.23082181
624,-0.17144201
625,0.42717549
626,-2.86299538
627,-4.73955549
628,-0.8210712799999998
629,-0.36057298
630,-0.0115089
631,-0.70187327
632,-0.0071576199999999
633,-0.63100795
634,-1.48017667
635,-0.64020643
636,-33.21928095
637,0.22683971
638,-0.31069392
639,-0.06815441
640,0.56113344
641,0.0
642,0.77806836
643,3.20184385
644,0.5148901
645,3.87209282
646,1.08412724
647,0.43332697
648,-1.97257718
649,-0.38396862
650,-0.42097917
651,-0.94032837
652,-0.84351701
653,0.20391275
654,-0.61365057
655,-2.48464271
656,0.24751405
657,0.09224549
658,-0.88771481
659,1.93626728
660,0.08446446
661,1.5994765
662,-0.10275873
663,0.67326664
664,1.95596575
665,0.56982147
666,0.09846747
667,2.28254531
668,1.30341514
669,0.04198796
670,0.61838627
671,0.34979704
672,1.59549016
673,0.11383753
674,-0.3688314
675,1.72548773
676,0.05132369
677,-1.51977148
678,0.47087903
679,0.08256444
680,-0.14392495
681,0.58577913
682,0.01552002
683,0.22074841
684,-1.19220304
685,2.01549936
686,3.5820632700000004
687,0.95839327
688,0.6717103
689,-2.58986296
690,1.48142937
691,-0.61989867
692,0.22503424
693,1.60521839
694,-1.76483639
695,1.02629034
696,-1.46047993
697,1.09993103
698,-0.70902018
699,0.17423065
700,-0.65830372
701,0.25851173
702,0.57692518
703,1.5928878600000005
704,0.518072
705,-0.8887079900000001
706,-0.8614789199999999
707,1.36851591
708,-1.61376605
709,-0.87221276
710,-1.7497291100000003
711,0.29272615
712,1.27118706
713,0.87919892
714,-0.2910771
715,-2.86356601
716,-2.15050611
717,2.21735276
718,0.56022921
719,1.7578981100000002
720,-0.40275976
721,-3.11445617
722,-0.47713887
723,-2.46661039
724,-0.73391002
725,2.51457317
726,0.6336858
727,-2.98537661
728,-0.97847748
729,2.57046293
730,-0.70899648
731,-0.0579086399999999
732,-33.21928095
733,0.37678663
734,-3.27733794
735,0.59213411
736,0.49877799
737,1.00460763
738,1.11966974
739,1.1324252
740,-3.41521448
741,-1.61813324
742,0.416896
743,-1.20548187
744,-0.7186631
745,-3.03861177
746,-0.9868025
747,-0.90641889
748,-33.21928095
749,2.78573701
750,-3.42736544
751,-0.26259243
752,-1.02700995
753,-2.21307823
754,0.41723239
755,-0.20855766
756,-0.79023965
757,-0.43043543
758,0.52458154
759,-0.73440279
760,-0.5056567
761,-2.27617765
762,-1.07206099
763,0.13114326
764,-0.36330293
765,-2.71307254
766,-0.0529615
767,-0.59825982
768,4.29599846
769,6.49402089
770,0.43749581
771,1.0374357
772,-0.7831924599999999
773,-3.1530858500000005
774,-33.21928095
775,4.56920156
776,-0.27769063
777,4.03145401
778,-0.58632589
779,-0.24251343
780,1.38529309
781,-1.20070172
782,3.4245036
783,2.4092586500000004
784,0.55772767
785,0.7968934
786,0.7551182200000001
787,-0.72210767
788,-1.99160496
789,-1.6040105
790,-1.47970621
791,0.542156
792,1.64166699
793,-1.16204909
794,-0.92494945
795,0.11341212
796,-1.25297998
797,-0.8934028200000002
798,-1.912932
799,0.70481828
800,-0.16280395
801,4.28475154
802,0.65997854
803,-1.79286435
804,-0.48007833
805,0.61676109
806,0.21923363
807,3.92980821
808,-1.51992105
809,0.2981762
810,1.45657909
811,0.47488818
812,1.52314393
813,-2.22355458
814,-0.04702985
815,1.11917934
816,-0.17484995
817,0.56098801
818,-0.56142785
819,-1.89012331
820,-1.08974028
821,-0.50750648
822,10.47485307
823,2.31148317
824,0.94267773
825,-0.01322758
826,1.38630495
827,-0.75003549
828,-1.39372685
829,0.18754599
830,-0.61715063
831,0.03772702
832,0.37353155
833,-1.07127408
834,1.63556971
835,-0.74652491
836,-0.9702098
837,0.29267524
838,-2.3147146
839,-0.18840521
840,0.06414788
841,-33.21928095
842,-3.44820691
843,-0.45935987
844,0.82326408
845,1.97101926
846,0.11539794
847,1.00522853
848,-1.55467961
849,-0.83856022
850,1.96240149
851,-1.83370068
852,2.3665981
853,-2.88936985
854,-0.55846096
855,-1.64482453
856,-1.23246786
857,0.0
858,-0.23091743
859,0.58476713
860,2.23835332
861,0.40141105
862,-0.34832356
863,-2.3587065
864,0.2949667
865,0.35125408
866,-1.75787352
867,0.01217447
868,-0.74988098
869,-0.60071653
870,1.07674064
871,0.25016051
872,0.02359376
873,-0.25103477
874,1.29720108
875,-3.31889669
876,-0.20258153
877,0.98921022
878,1.92925962
879,-2.45521425
880,0.57947562
881,-0.69455192
882,-1.56874002
883,-0.59936131
884,1.03432671
885,-2.93040206
886,1.76139499
887,-1.70624147
888,3.55110506
889,0.13332058
890,-33.21928095
891,1.37950122
892,0.98351499
893,-1.65665913
894,-2.1223207
895,1.25243503
896,0.07654843
897,0.08901576
898,-1.53024894
899,-0.07408474
900,-0.60721518
901,-0.22281225
902,-3.58723715
903,-0.28298567
904,-0.81090847
905,3.70499932
906,4.79585928
907,-1.00991368
908,0.96194879
909,1.0811424
910,0.76663417
911,-1.79221981
912,-4.32756295
913,-0.15172397
914,-0.0135086299999999
915,0.40145068
916,0.52910833
917,-0.49238563
918,-1.10681738
919,0.76134775
920,-0.06482916
921,1.2938002799999997
922,-0.43652249
923,3.69010821
924,0.87428168
925,-2.7411973
926,1.06428981
927,-0.65430865
928,5.25919715
929,0.07359136
930,0.49792411
931,-1.49376709
932,-1.50255595
933,0.69003313
934,3.68311156
935,2.69369787
936,0.14417816
937,0.92432429
938,0.08440279
939,0.3076283
940,0.02249163
941,1.99325722
942,0.29067395
943,-0.12249295
944,3.42331937
945,-0.49326695
946,1.42073948
947,1.28051551
948,1.2881943699999998
949,-1.06211568
950,0.76346187
951,-1.81304832
952,0.69577241
953,0.0
954,-1.01792191
955,-1.46127355
956,4.28735409
957,-0.00903378
958,0.66473115
959,-0.8614785999999999
960,-0.36470936
961,0.74149162
962,-1.46092031
963,-1.74067443
964,-0.69105847
965,-2.01617993
966,-0.0282838
967,-1.2697142
968,0.54926501
969,-3.00219187
970,-3.78641924
971,0.25351737
972,1.77863762
973,0.18709547
974,-0.05866131
975,0.0
976,0.41958256
977,0.40288627
978,-0.62887985
979,3.30856847
980,-1.14402619
981,2.13252927
982,0.09321345
983,-2.3283869
984,0.28070904
985,-0.1279489
986,0.36414545
987,-1.84262589
988,-4.30801111
989,-1.01986042
990,-0.87510487
991,0.86183177
992,-0.26663074
993,0.06535905
994,-2.22378659
995,-0.33919586
996,1.57985728
997,-3.293852
998,1.74880716
999,0.47183548
1000,3.1981667
1001,0.46228761
1002,-2.77397974
1003,-0.10881761
1004,0.59857894
1005,-2.29182857
1006,1.02580172
1007,-1.45444263
1008,0.02039733
1009,-33.21928095
1010,-2.26055782
1011,-0.10077407
1012,-0.92564715
1013,-0.69209276
1014,-0.64406692
1015,0.27644258
1016,-1.7533989
1017,-0.19484447
1018,0.8373823
1019,-2.96976441
1020,0.97317038
1021,-1.04007189
1022,-0.66436174
1023,3.23511751
1024,-0.09822358
1025,-0.46263739
1026,0.88154032
1027,-1.18136869
1028,0.68750275
1029,0.44786614
1030,-33.21928095
1031,0.02449795
1032,0.62546533
1033,-0.13480004
1034,0.48920667
1035,0.72366664
1036,-2.92764212
1037,1.45374053
1038,0.10245504
1039,-0.58954941
1040,-5.3500388
1041,-0.07983542
1042,-3.72025482
1043,-0.25242207
1044,-0.10569862
1045,1.60140383
1046,-0.92778697
1047,-0.44994067
1048,-1.72908522
1049,0.6242270500000001
1050,-2.90596717
1051,0.16338431
1052,-1.58901392
1053,-5.46923723
1054,2.68174998
1055,-2.65175751
1056,0.57638901
1057,0.25328643
1058,-1.7476783099999995
1059,0.36959673
1060,0.23189788
1061,-0.47090953
1062,-0.05287729
1063,1.09977229
1064,2.49719525
1065,2.82872595
1066,1.07827773
1067,-0.11549352
1068,-0.98756985
1069,0.20834239
1070,0.29495821
1071,-33.21928095
1072,0.83642384
1073,-3.5617854499999995
1074,0.0
1075,-0.60171357
1076,0.68627643
1077,0.3634435399999999
1078,1.70701639
1079,0.71673761
1080,-0.44673204
1081,-0.05796348
1082,0.60635163
1083,-3.05729561
1084,0.3532402899999999
1085,-0.2370369599999999
1086,-0.67439163
1087,-0.24292427
1088,0.07553505
1089,-0.55859414
1090,-0.45410871
1091,-0.32929352
1092,0.34252731
1093,1.17748017
1094,-0.37744935
1095,-0.42153722
1096,1.2279134
1097,0.65426472
1098,0.39120895
1099,-0.07625579
1100,-2.25872102
1101,1.45570203
1102,-0.63384524
1103,-1.26938938
1104,-0.86505701
1105,0.0273373499999999
1106,1.32400242
1107,2.79539755
1108,0.10398583
1109,-0.03825723
1110,-0.01822295
1111,-0.17838224
1112,0.57754036
1113,-0.78597075
1114,-1.36687824
1115,-1.35338211
1116,-3.91267545
1117,-0.02323129
1118,0.43055424
1119,2.34261141
1120,0.4445659699999999
1121,-0.93255656
1122,1.86760437
1123,2.7331952
1124,-0.9390624
1125,1.15058643
1126,-1.44471392
1127,2.59092373
1128,0.00872127
1129,-0.00918717
1130,0.23909224
1131,0.6477890700000001
1132,0.12437739
1133,-0.80818774
1134,1.45385426
1135,-0.15769952
1136,0.36105179
1137,-2.55700785
1138,-0.16935219
1139,1.93289017
1140,0.06457124
1141,-0.61068933
1142,-0.51383622
1143,-0.79617152
1144,-0.24180726
1145,-0.98750048
1146,0.2367657
1147,0.40534204
1148,-0.42781718
1149,2.03555993
1150,-0.65575528
1151,-0.63066548
1152,-1.28565482
1153,1.23585596
1154,0.61204913
1155,-0.46050426
1156,-0.27616981
1157,-0.83055979
1158,0.02325383
1159,0.45235946
1160,0.63815794
1161,0.557272
1162,0.96429361
1163,-1.15203065
1164,-0.8422411999999999
1165,0.1635213
1166,-3.10112931
1167,0.88257107
1168,-0.73416404
1169,0.30657291
1170,-0.47205923
1171,-1.44115162
1172,0.7538046
1173,-1.37835722
1174,0.03423006
1175,1.08007913
1176,-0.04983201
1177,0.02008478
1178,-0.4697238599999999
1179,-1.3926264299999995
1180,-1.0
1181,1.51098851
1182,0.06026606
1183,-0.77592733
1184,-0.55802814
1185,-0.15477779
1186,1.80732494
1187,-0.58706895
1188,-2.20105286
1189,0.35029347
1190,-0.7512300799999999
1191,0.17612681
1192,-1.03955173
1193,0.64104117
1194,1.42971978
1195,-3.27337694
1196,0.27074952
1197,-0.44205942
1198,-1.95315932
1199,-2.58932536
1200,0.28686163
1201,-1.35024238
1202,0.4264208099999999
1203,-1.06552204
1204,-2.47306264
1205,0.20611065
1206,0.69181843
1207,0.0
1208,-1.5845036299999995
1209,-1.39795198
1210,-1.28979234
1211,0.6721202
1212,-1.79191885
1213,0.7379277099999999
1214,-0.69563744
1215,-0.40188173
1216,0.58566281
1217,-3.16266658
1218,0.12998941
1219,0.29802422
1220,-2.4289837
1221,-0.00263804
1222,0.93996155
1223,1.54088033
1224,0.38723104
1225,8.01407085
1226,-3.16480996
1227,-0.97565572
1228,-0.16457363
1229,-0.58064836
1230,-0.02225685
1231,-4.16031335
1232,4.30320981
1233,0.0
1234,-0.26838035
1235,-0.02750247
1236,-0.31042281
1237,0.93576033
1238,1.54124247
1239,-0.88936368
1240,1.6938008
1241,0.11509654
1242,-0.31000763
1243,-0.7643775
1244,-0.67284166
1245,-0.87603085
1246,0.52045386
1247,0.59955763
1248,-1.76506397
1249,-0.4506076
1250,-1.21317353
1251,0.07368878
1252,-0.15161729
1253,0.4226217
1254,-33.21928095
1255,1.39269955
1256,1.91929661
1257,1.12013155
1258,0.16042709
1259,0.85970508
1260,0.03420746
1261,-1.02669326
1262,-0.8885174999999998
1263,-0.49722377
1264,-0.06949539
1265,-0.14976694
1266,-0.04119866
1267,0.05198745
1268,-0.11575452
1269,0.53628729
1270,1.0508296
1271,1.44627303
1272,1.57057183
1273,0.67506435
1274,-2.45275014
1275,-0.4866544999999999
1276,-0.08722934
1277,5.07627036
1278,1.87679832
1279,-1.16481507
1280,0.62801765
1281,2.43849659
1282,-1.66368258
1283,-0.11371405
1284,0.00951699
1285,0.48578719
1286,-0.93381536
1287,0.27308057
1288,-0.7425834
1289,-1.78372334
1290,0.7828097
1291,-15.553269300000002
1292,1.2435217500000002
1293,-0.27840963
1294,1.87163969
1295,-0.67799111
1296,0.6970794400000001
1297,3.01166234
1298,0.25522044
1299,-2.78415496
1300,-0.16430978
1301,0.32036798
1302,-1.70109899
1303,0.46566753
1304,-0.6514989
1305,-0.32361227
1306,0.93349166
1307,0.55324968
1308,-2.55347293
1309,0.27822289
1310,1.05522937
1311,-1.21821795
1312,1.37092898
1313,0.94147901
1314,2.3026057099999995
1315,0.97324682
1316,0.05670234
1317,-0.50250912
1318,0.20345195
1319,1.61722023
1320,-0.60108695
1321,0.0
1322,-2.46472208
1323,0.8207678299999999
1324,0.23498293
1325,1.65533836
1326,0.54645903
1327,-1.03730139
1328,2.62130416
1329,-0.3731598399999999
1330,0.26754402
1331,1.22061619
1332,-1.70499799
1333,0.27284422
1334,2.58431483
1335,-0.79751782
1336,0.46201678
1337,2.55781902
1338,-0.4493016599999999
1339,0.0
1340,0.4150375
1341,0.34173532
1342,-0.67988605
1343,-1.1003179
1344,0.50455103
1345,1.5990299599999998
1346,0.22887633
1347,5.2383283
1348,2.10225499
1349,2.55979465
1350,-0.60266911
1351,5.868e-05
1352,0.03422307
1353,-2.23752389
1354,0.66321878
1355,0.07266807
1356,2.0098894
1357,-1.7507153499999997
1358,0.06427031
1359,0.04220213
1360,-2.29365761
1361,0.6722673
1362,0.2470711
1363,1.81183226
1364,-0.63096754
1365,-0.81774854
1366,-0.7013251099999999
1367,-1.3478233
1368,0.0
1369,1.59174938
1370,-0.01814402
1371,-2.57351742
1372,0.60583489
1373,-0.56809191
1374,0.90251166
1375,-0.8401697
1376,2.41844763
1377,1.08901282
1378,0.40759069
1379,1.15564322
1380,-0.8561285799999999
1381,-1.74143471
1382,-0.06993954
1383,-0.29335859
1384,-0.93622402
1385,-1.0
1386,0.63358277
1387,-0.8612421400000001
1388,0.49742407
1389,-0.28359669
1390,0.18294323
1391,0.09043868
1392,0.52626629
1393,-0.011378
1394,-0.11982575
1395,-1.61641705
1396,-0.01579313
1397,1.82511509
1398,-1.38919935
1399,0.35339224
1400,-0.94492301
1401,-0.11443698
1402,-1.70043972
1403,0.0140164099999999
1404,0.02850081
1405,0.99297633
1406,-0.97235009
1407,0.89537421
1408,-0.67481094
1409,0.4985724899999999
1410,0.08186582
1411,-33.21928095
1412,-1.51531082
1413,-1.23925975
1414,-1.13056615
1415,-1.78540818
1416,0.78275461
1417,-0.88709217
1418,1.39175774
1419,-1.66919513
1420,0.00795706
1421,-0.0140462
1422,0.70113877
1423,0.13431575
1424,-0.32426059
1425,0.32166641
1426,-3.61307124
1427,1.23010678
1428,0.95489181
1429,0.0948091299999999
1430,-0.85210959
1431,1.90303827
1432,0.07655661
1433,0.12743907
1434,0.00130568
1435,-0.24668098
1436,5.59973551
1437,0.90148066
1438,-0.4175861599999999
1439,-0.71098569
1440,-0.23957714
1441,-2.41064334
1442,0.7205026199999999
1443,0.27616013
1444,2.21033291
1445,0.76001332
1446,-0.99747891
1447,0.12504306
1448,0.79670574
1449,0.0
1450,1.79917557
1451,-1.58458276
1452,-1.35332326
1453,0.30612117
1454,-2.0662977
1455,4.16172958
1456,-0.82193292
1457,-0.02131599
1458,0.33440859
1459,0.04791358
1460,-3.14542781
1461,-0.98842502
1462,-0.30384058
1463,2.41131386
1464,4.71037406
1465,1.39011368
1466,1.82263101
1467,0.1232702
1468,0.09622277
1469,2.63188766
1470,-1.38544529
1471,0.57182177
1472,-0.10638941
1473,0.4571282
1474,-0.62488155
1475,0.28193948
1476,-0.9523549
1477,-10.83382303
1478,-0.60064901
1479,0.54856518
1480,0.52750422
1481,-0.30341733
1482,3.08853083
1483,-2.36507627
1484,-3.8420542800000006
1485,3.11267305
1486,-3.15796763
1487,1.06074262
1488,-0.0806255
1489,0.65193729
1490,0.4872459
1491,-2.39302104
1492,-0.22558493
1493,-0.99668859
1494,-0.01206207
1495,-0.35828195
1496,0.34435573
1497,-1.53371264
1498,1.11104162
1499,0.4103468699999999
1500,0.38203943
1501,0.59014108
1502,-0.89895513
1503,-0.84324164
1504,0.68985401
1505,0.01292386
1506,0.17134675
1507,0.60644815
1508,-0.15704344
1509,-4.37953882
1510,1.41235455
1511,-0.35652586
1512,-0.5638753
1513,-0.74437762
1514,-7.944097080000001
1515,-33.21928095
1516,-1.08998725
1517,-0.63110451
1518,0.55409537
1519,-2.08951869
1520,-0.45426578
1521,1.14959051
1522,0.5689677
1523,2.05779505
1524,2.2724631
1525,-0.36931219
1526,-4.46956042
1527,-1.34409712
1528,0.02577004
1529,0.56641248
1530,-0.1047464199999999
1531,-0.03469656
1532,0.0593139
1533,0.56084225
1534,2.27549797
1535,-0.47408647
1536,-2.15753025
1537,0.04269478
1538,0.40853554
1539,-0.1498582
1540,0.20405008
1541,-0.46882631
1542,0.47610522
1543,2.5765506500000006
1544,-0.40221036
1545,-1.23074247
1546,-1.33440388
1547,1.53299945
1548,0.77451239
1549,0.51584733
1550,0.21808527
1551,-0.31996355
